"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Oct 2016","-","-","-","11551.00"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","26 Oct 2016","-","-","-","11669.39"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","25 Oct 2016","-","-","-","11757.09"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","24 Oct 2016","-","-","-","11740.41"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Oct 2016","-","-","-","11661.69"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Oct 2016","-","-","-","11628.24"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","19 Oct 2016","-","-","-","11525.56"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","18 Oct 2016","-","-","-","11428.75"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","17 Oct 2016","-","-","-","11303.42"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","14 Oct 2016","-","-","-","11350.26"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","13 Oct 2016","-","-","-","11259.89"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","10 Oct 2016","-","-","-","11443.12"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","07 Oct 2016","-","-","-","11426.73"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","06 Oct 2016","-","-","-","11389.50"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","05 Oct 2016","-","-","-","11465.79"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","04 Oct 2016","-","-","-","11432.85"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","03 Oct 2016","-","-","-","11351.40"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Sep 2016","-","-","-","11042.05"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","29 Sep 2016","-","-","-","10826.77"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Sep 2016","-","-","-","11356.18"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Sep 2016","-","-","-","11240.44"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","26 Sep 2016","-","-","-","11241.07"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Sep 2016","-","-","-","11281.35"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","22 Sep 2016","-","-","-","11312.52"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Sep 2016","-","-","-","11194.71"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Sep 2016","-","-","-","11147.32"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","19 Sep 2016","-","-","-","11144.09"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Sep 2016","-","-","-","11071.03"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","15 Sep 2016","-","-","-","11007.99"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","14 Sep 2016","-","-","-","10975.28"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","12 Sep 2016","-","-","-","10829.90"
